ID,Karma,About,Created,Updated
INDIE_COOL,1,,1432110877,1432110909
INDIOMAN99,1,,1175039275,
INIT_6,7,,1358429417,1413397923
INLvsIANAL,2,,1340041543,
INNOgenius,1,,1325087409,
INSIDEOFT,1,,1422297050,1422297085
INSURGENCYmusic,2,,1376459147,
INTPenis,623,,1328383309,1452774931
INTPnerd,7,,1368651295,1449330287
INTUOpenSource,2,,1415378668,1415381059
INeedADip,1,,1322072156,
INtraNodZ,1,,1364390642,
In2itFitness,1,,1311221966,
InACloud,-8,,1275222154,
InAbsentia,1,,1300402017,
InAnEmergency,175,,1343765268,1450797454
InAppHelpcom,1,"InAppHelp.com (long) weekend project of July 28 to July 31, 2011 from a guy that was tired of his non technical co-founder's questions on how to add help to their web application. It works everywhere, is based on jQuery and requires only a small line of script in the page you want to tag.<p>After that you can basically add help, tooltips and tours to any website or web application. Hope you like it...<p>If you want to get an invite for you web-app go to http://www.inapphelp.com and sign up.",1312170780,
InCodeMe,-1,"I am the lead developer for InCode.me\nI post important information on hacker news so people can see and use this information to advantage.\nTwitter: @dhmpro\nhttp://incode.me/<p>Latest news:\nMake sure you claim your account today! \nInCode is finally out of Private Beta and now on its way to Public Beta! Even though it might not show that its in beta, InCode developers know we have a long ways before beta is no more. (Remember how long gmail was in beta?)",1386024100,
InCommon,1,,1440830362,1440831130
InDubiousBattle,2,,1427478069,1447125505
InInteraction,15,,1423229148,1450973206
InSamsHead,9,,1370450271,
InSilicosoft,6,"OSX software you&#x27;ll love. :)",1440426028,1441381583
InTheArena,34,,1400025044,1448762019
InTheDark,1,,1363217582,
InTheNow,6,,1441026407,1441045481
InTheSwiss,244,,1378926941,
InVerse,10,,1230830118,
InXorWeTrust,31,,1376275781,
Inachos,1,,1314904634,
Inaimathi,9,,1285636401,
Inamul,1,,1345704718,
Inane_Chatter,4,,1331612371,
Inbaraj,3,,1343372715,
InboxQ,3,,1427717009,1446945070
Inc82,104,,1299195753,1420166828
Inception,120,,1371755818,1441296539
Incerto,1,,1416915893,1416916579
IncidentalEcon,95,http://theincidentaleconomist.com/,1250519001,
Incinr8r,9,,1378481830,
